1,0,-2,-1,-9,-4,1,0,0
1,-4,-1,0,6,-1,-1,-2,0
1,-1,-1,-1,2,-5,-1,-2,0
1,-2,0,3,5,1,-1,1,0
-2,0,0,1,10,3,-2,-1,0
4,-1,1,-1,-41,0,1,-1,0
-6,2,0,0,34,-2,0,1,0
1,-4,0,0,-6,-1,1,-3,0
2,0,-1,1,7,-6,-3,-2,0
-8,1,-2,0,-5,5,1,0,0
1,-3,-3,-1,2,9,0,-1,0
3,3,-4,0,-23,-9,-1,-1,0
-11,-4,-1,-2,-9,-13,-3,-1,0
-1,-2,-1,-2,18,6,-2,0,0
1,0,-1,-1,-13,1,0,0,0
-1,1,-1,-2,5,0,-3,1,0
2,2,0,0,-3,2,0,2,0
2,-2,-1,0,1,-9,-3,2,0
-1,2,-2,0,8,4,0,0,0
-3,-3,-1,-2,-29,0,0,-3,0
20,0,0,2,22,9,1,-1,0
-21,-5,-1,2,20,-10,-4,-3,0
0,2,-2,-2,-4,3,1,2,0
-1,-1,1,1,5,7,-4,-2,0
-2,2,1,0,-3,-2,4,0,0
5,-2,0,0,0,-2,0,0,0
-6,-1,-1,-1,1,5,0,-2,0
1,-1,-4,-2,6,11,2,0,0
1,1,1,2,0,-27,0,2,0
1,2,-1,0,-26,-9,0,-1,0
1,-1,0,1,45,-2,-4,-3,0
-1,1,2,0,-21,-17,2,0,0
-1,0,-1,0,6,22,4,0,0
2,2,-2,0,16,18,2,-1,0
-5,1,-1,-2,-21,-19,-6,0,0
-13,-7,-3,-1,0,-8,0,-4,0
0,0,0,0,5,-10,-5,-2,0
-2,0,-2,1,-1,4,-3,0,0
3,-1,0,-2,3,4,3,1,0
4,1,0,-1,9,7,-7,-1,0
1,-1,3,-1,-19,-3,0,-1,0
-2,-3,-1,-3,-22,-26,-7,-3,0
1,-1,0,5,18,21,1,-2,0
-1,1,0,3,17,19,4,3,0
1,-3,-3,-5,-27,-46,-21,-2,0
1,5,2,7,13,26,20,4,0
-1,0,0,-2,-12,21,1,-1,0
-1,-2,-3,-5,11,-13,-5,-2,0
-3,2,-3,-3,-3,-2,-2,0,0
-9,-5,-2,-7,-3,-31,-12,-4,0
-1,0,2,12,-7,26,0,0,0
8,2,4,11,-2,27,15,2,0
-9,-6,-11,-15,18,-5,-8,-4,0
2,0,-2,-4,6,36,13,3,0
-3,-3,-5,-5,-9,1,-5,-4,0
10,-1,4,5,-2,24,12,1,0
-2,-1,3,1,-5,89,13,3,0
-3,0,1,4,28,23,-4,0,0
2,1,2,-3,-19,-45,-3,1,0
0,4,-2,-3,-9,8,3,1,0
18,-1,2,4,-13,-51,2,-2,0
-16,-4,-1,-2,13,16,-5,-3,0
11,3,-3,-2,2,-8,4,0,0
-12,-4,0,1,-8,-15,-16,-3,0
-6,-5,-1,0,4,4,0,-1,0
5,2,1,0,-9,-8,-2,-1,0
5,-2,0,-1,-10,-17,-4,0,0
0,4,0,-1,0,8,0,3,0
1,-1,-1,1,7,5,-3,-2,0
-1,0,-2,1,-1,-19,1,2,0
-34,3,2,0,7,39,8,4,0
-1,-4,-4,-5,-10,-67,-21,-5,0
12,0,0,3,6,26,4,1,0
4,1,-2,1,-10,-38,-6,-4,0
-1,-4,0,0,8,23,-16,-4,0
1,0,1,0,-2,7,13,3,0
19,7,-2,2,2,-4,28,4,0
