-0.375,0.375,0.3125
-1,1.25,0.5625
0.625,0.0625,0.9375
3.75,-1.125,1.8125
0.9375,-0.625,1.75
-4.1875,-0.4375,0.1875
0,0.125,0.8125
3.375,0.5625,1.9375
-0.125,0.125,1.3125
-1.4375,0.375,0.375
-0.3125,0,0.875
0.875,0.6875,1.4375
0.75,0.875,0.625
-0.5,1.125,0.5625
0.1875,1.4375,0.4375
0.5625,1.9375,0.4375
0.5,0.4375,0.3125
1,-0.6875,0.3125
2.1875,-0.6875,0.0625
0.8125,-0.5625,-0.5625
-0.3125,-1.5,-0.9375
1.6875,-2.25,-0.3125
3.25,-2.875,-0.1875
2.4375,-4.5,-0.9375
-0.125,-6.25,-1.6875
-0.5,-7.6875,-1.125
-1.875,-10.5625,-0.1875
-2.75,-12.625,-0.6875
-1.75,-14.0625,-0.9375
-3.8125,-15.4375,0.0625
-5.4375,-16.4375,0.3125
-4.4375,-18.1875,0.125
-3.5625,-20.125,-0.0625
-4.125,-21.875,-1.4375
-3.9375,-22.5,-3.125
-3.25,-24.0625,-4.1875
-4.6875,-25.125,-4.4375
-5.0625,-25.1875,-5
-3.875,-25.125,-5.375
-3.25,-23.125,-4.3125
-3.3125,-23.375,-5.5
-3.4375,-23.625,-5.6875
-3,-24.625,-6.5
-2.625,-24.8125,-6.6875
-0.75,-25.125,-8.1875
-0.5625,-27.3125,-9.375
-0.75,-28.875,-9.875
-0.875,-29.6875,-10.5
-1.3125,-30.625,-11.9375
-1.375,-31.125,-11.5625
-2,-31.75,-11.0625
-1.5,-31.6875,-11.5
-1.4375,-30.9375,-12
-1.3125,-31.25,-12.875
-0.375,-33,-13.0625
0.75,-33.1875,-11.9375
0.625,-32.5,-13.125
-1.75,-31.9375,-12.1875
-2.1875,-31,-11.0625
0.3125,-30.3125,-10.5
1.3125,-30.125,-9.0625
-1,-28.8125,-8.3125
-1.5625,-26.4375,-8.75
-0.8125,-24.8125,-9.875
2.375,-25.125,-10.4375
4.8125,-27,-11.1875
3.1875,-26.25,-11.0625
2.9375,-25.375,-12.4375
2.9375,-25.3125,-12
1.75,-26.125,-10.8125
0.1875,-26.4375,-10.625
2.5,-25.75,-10.4375
2.6875,-27.375,-10.6875
0.4375,-29.8125,-10.8125
-0.875,-30.25,-10.375
-2.3125,-30.4375,-10.3125
-2.5625,-30.8125,-9.125
-1.8125,-30.3125,-8.1875
-4.6875,-30.75,-7.3125
-5.875,-30.5625,-7.6875
-2.375,-30.25,-8.6875
-3,-30.4375,-7.25
-4.125,-30.25,-7.25
-3.875,-29.25,-8
-3.4375,-28.625,-8.125
-1.9375,-28.25,-8.875
-0.625,-29.3125,-10.6875
0,-29.0625,-10.5625
-1.0625,-28,-10.75
1.1875,-26.375,-10.3125
2.25,-24.9375,-11
6.5,-26,-11.0625
10.125,-26.625,-10.875
8.3125,-27.8125,-10.1875
6,-25.4375,-8.25
4.625,-20.375,-5.25
3.1875,-13.875,-2.8125
4.125,-6.6875,0.875
3.125,0.4375,2.375
2,6,1.125
4.625,8.0625,0.75
5.4375,8.25,1.75
3.4375,6.3125,0.5625
1,4.1875,0
-0.5625,2.25,0.0625
0,1.25,-0.3125
1.1875,0.125,-0.0625
0.125,0.75,-0.6875
-3.0625,0.4375,-1.6875
-4.4375,1,-1.9375
-3.125,2.4375,-2.8125
-2.1875,2.8125,-4.4375
-2.9375,2.125,-6.125
-6.3125,2.9375,-8.6875
-7.625,4.625,-11.3125
-4.125,6.9375,-11.1875
-4.6875,7.5,-11.375
-11.1875,7.6875,-13.875
-12.75,9.25,-16
-8,9.8125,-16.25
-8.125,10.625,-18.375
-8.625,13.0625,-21.625
-9,14.3125,-24.1875
-8.9375,14.125,-25.5
-6.75,13.1875,-28.625
-4.0625,14.9375,-30.875
-4.125,15.4375,-33.25
-7.75,13.75,-34.25
-10.375,13,-35.5
-8.5625,13.875,-36.875
-7.25,13.9375,-36.75
-9.75,13.4375,-37.0625
-12.0625,13.0625,-37.6875
-12.8125,12.0625,-37.4375
-10.375,14.5,-36.6875
-9.8125,14.625,-37.75
-13.1875,14.625,-39.8125
-11.3125,15.1875,-40.5625
-9.875,16.375,-40.875
-7,16.625,-40.75
-7.5,16.0625,-41.125
-6.25,16.5,-41.5625
-10.5,18.375,-42
-8.375,16.4375,-43.8125
-4.125,14.4375,-41.25
-5.3125,15.5625,-39.75
-9,16.5,-39.5625
-11.6875,16.875,-39.625
-10.125,17.625,-37.9375
-5.3125,16.125,-36.6875
-6.125,13.3125,-35.0625
-11.0625,12.25,-32.625
-12.8125,12.125,-31.625
-13.1875,9.625,-33
-10.375,8.125,-32.375
-6.5625,9,-30.9375
-9.25,11.9375,-29.75
-7.875,11.6875,-29.0625
-9.3125,10.5,-27.1875
-10.9375,9.625,-26.3125
-9.4375,8.6875,-24.6875
-8.375,8.0625,-23.75
-8.375,7.3125,-23.5625
-6.4375,6.6875,-23.3125
-3.3125,8,-21.625
-1.3125,7.125,-21.5625
-3.625,5.625,-21.9375
-4.5625,4.875,-21.6875
-0.875,3.4375,-22.3125
1.75,1.1875,-22.0625
3,-0.0625,-21.5625
3.875,-2.3125,-24.3125
8.25,-4.125,-26.125
12.375,-4.5,-26.3125
14.6875,-3.375,-25.9375
15.5,-0.625,-23.9375
8.625,1.375,-21.75
7.6875,3.125,-16.5
8.625,3.3125,-5.875
3.0625,4.5625,-0.5625
-5.125,3.125,1.5625
-7.1875,0.75,2.5625
-4.8125,-1.5,4.3125
-0.4375,-2.6875,4.125
1.375,-2.6875,3.625
0.4375,-1.9375,2.9375
2.1875,-1,1.8125
3.375,-1.25,1.125
2.5625,-1.5625,-0.125
1.6875,-2.3125,-0.625
0.6875,-1,-0.0625
-1.3125,-0.9375,1.5625
-3.0625,-0.5625,1.6875
-4.875,-0.25,1.125
-3.4375,0.0625,0.3125
-1.4375,0.625,0
1.375,1.5,-0.5
0.375,2.6875,-0.4375
-1.75,4.125,-0.9375
-0.625,5.625,-1.0625
-1.3125,7.3125,-0.5625
0.25,8.25,-0.625
0.875,10.4375,0.125
-0.1875,11.875,0.125
-0.5,13.4375,0.0625
0.8125,14.6875,0.1875
0.8125,16.625,0.4375
-0.4375,19.625,1.9375
-1.8125,24.125,3.9375
-2.875,28.5625,3.0625
-3.75,31.4375,2.1875
-2.75,34.125,1.75
1.0625,35.75,1.5
1,36.75,2.0625
-3.5,39.25,2.6875
-4.3125,41.8125,2
-2.625,41.875,1.9375
-1,43.625,4.0625
-2.8125,46.1875,3.5625
-4.75,46.3125,2.625
-4.3125,46.4375,2.875
-1.3125,46.5625,3.0625
1.0625,46.25,2.3125
2.875,45.1875,2
0.5625,44.9375,2.5625
0.875,45.25,2.9375
1.6875,46.5625,5
-0.0625,48.6875,6.5
-2.0625,49.9375,8.375
-3.375,52.125,10.3125
0.625,51.25,10.9375
6.875,47.8125,9.875
5.75,45,8.375
3.5625,44,5.9375
6.4375,44.4375,4.5
11.75,44.75,5.25
13.125,44.5625,5.375
10.8125,42.75,3.375
7.6875,42.3125,3.375
4.375,43.125,3.75
3.25,42.125,3.4375
5.75,40.625,2.875
4.3125,40,3.5
-2.6875,39.75,3.625
-3.125,40.625,1.5625
2.6875,40.375,1.75
8.625,37.4375,3.1875
8.125,32.625,3.6875
1.875,24.625,2.4375
0.0625,17.625,3
-0.9375,11.8125,3
-1.125,6.625,3.25
-1.75,2.875,3.1875
-0.0625,0,2.9375
-1.75,-2.5,2.4375
-3.5,-4.125,1.75
-2.1875,-5.1875,1.6875
1.5,-5.75,1.75
2.375,-5.5,1
-0.875,-5.25,0.5625
-2.875,-4.8125,-0.75
-0.6875,-4.5625,-0.0625
1.875,-3.5,1.6875
1.5,-1.875,1.375
-2.9375,-0.8125,1.1875
-4,0.25,2.9375
-1.75,0.375,4.5625
-1.1875,0.5625,6.125
-3.75,-0.125,6.0625
-5.375,-1.0625,6.5
-3.75,-1.6875,9
-4.8125,-1.875,10.375
-5.8125,-2.375,11.125
-5.8125,-2.8125,13.5625
-6.375,-3,14.875
-8.625,-2.6875,16.875
-11.1875,-2.9375,18.0625
-9.625,-3.6875,19.8125
-9.75,-4.125,21.9375
-12.3125,-3.5,22.4375
-11.5,-3.875,22.5625
-9.6875,-4.6875,24.3125
